Query,Clicks,Conversions,Avg_Position,Quality_Score,Avg_CPC,Spend,Revenue_Per_Conversion,Revenue,CPA,ROAS,CVR
for ecommerce startup loan,15,1,5.04,1,11.12,166.79999999999998,5274,5274,166.79999999999998,31.618705035971225,0.06666666666666667
premium spend management platform,364,49,4.53,7,49.44,17996.16,9602,470498,367.2685714285714,26.144355240229025,0.1346153846153846
for startups cashback credit card,245,18,3.18,10,16.53,4049.8500000000004,6540,117720,224.99166666666667,29.067743249749988,0.07346938775510205
apply for corporate credit card,276,32,8.32,5,42.74,11796.24,8193,262176,368.6325,22.225387072490896,0.11594202898550725
high limit cash rewards card,260,25,9.7,7,8.44,2194.4,7861,196525,87.77600000000001,89.5575100255195,0.09615384615384616
for travel startup loan,431,4,2.76,8,13.59,5857.29,4671,18684,1464.3225,3.189871083726433,0.009280742459396751
with rewards commercial credit card,356,9,5.12,10,35.93,12791.08,1832,16488,1421.2311111111112,1.2890232881038974,0.025280898876404494
for employees cash rewards card,35,4,7.93,7,6.89,241.14999999999998,8997,35988,60.287499999999994,149.23491602736888,0.11428571428571428
for startups american express business card,421,6,6.72,10,5.32,2239.7200000000003,6545,39270,373.2866666666667,17.533441680210025,0.014251781472684086
low fee working capital loan,81,11,8.34,2,32.7,2648.7000000000003,1095,12045,240.7909090909091,4.547513874731,0.13580246913580246
cheap employee expense card,98,13,1.15,4,35.33,3462.3399999999997,6950,90350,266.33384615384614,26.09506865299191,0.1326530612244898
instant approval small business credit card,92,5,9.2,6,36.91,3395.72,9650,48250,679.144,14.209063173642114,0.05434782608695652
for startups small business credit card,473,25,1.55,9,43.88,20755.24,7457,186425,830.2096,8.982069106403973,0.052854122621564484
for employees spend management platform,315,30,5.01,5,19.26,6066.900000000001,5351,160530,202.23000000000002,26.4599713197844,0.09523809523809523
for small business commercial credit card,451,43,3.48,2,8.9,4013.9,4664,200552,93.34651162790698,49.96437380104138,0.09534368070953436
instant approval cashback business card,35,0,9.35,4,22.9,801.5,4394,0,801.5,0.0,0.0
top cashback business card,437,17,3.48,8,16.44,7184.280000000001,3916,66572,422.60470588235296,9.266342625844203,0.038901601830663615
with airport lounge access business financing,280,27,4.36,4,48.12,13473.599999999999,2170,58590,499.0222222222222,4.348503740648379,0.09642857142857143
top american express travel card,496,60,9.0,8,14.04,6963.839999999999,9554,573240,116.064,82.31665288116902,0.12096774193548387
for startups american express travel card,469,17,5.84,4,36.5,17118.5,5980,101660,1006.9705882352941,5.93860443379969,0.03624733475479744
instant approval business cashback card,289,31,9.08,8,46.51,13441.39,3400,105400,433.5932258064516,7.841450921370484,0.10726643598615918
compare amex rewards card,342,45,6.95,3,35.12,12011.039999999999,3544,159480,266.912,13.27778443831675,0.13157894736842105
apply for american express travel card,196,5,1.71,4,7.99,1566.04,7886,39430,313.20799999999997,25.17815636893055,0.025510204081632654
low fee cash rewards card,322,23,4.91,10,46.68,15030.96,3670,84410,653.52,5.615742440935243,0.07142857142857142
for ecommerce amex rewards card,410,52,2.59,9,11.66,4780.6,9324,484848,91.9346153846154,101.41990545119859,0.12682926829268293
compare company credit card,470,29,1.59,5,13.99,6575.3,8361,242469,226.7344827586207,36.87573190576855,0.06170212765957447
high limit cashback business card,90,4,4.36,3,37.8,3401.9999999999995,4592,18368,850.4999999999999,5.399176954732511,0.044444444444444446
apply for amex rewards card,138,15,9.18,3,27.17,3749.46,9360,140400,249.964,37.44539213646765,0.10869565217391304
with airport lounge access american express travel card,148,9,2.06,4,40.01,5921.48,9819,88371,657.9422222222222,14.923802833075516,0.060810810810810814
top employee expense card,285,31,1.06,2,12.4,3534.0,5691,176421,114.0,49.921052631578945,0.10877192982456141
with airport lounge access cashback credit card,40,1,9.42,7,43.55,1742.0,7008,7008,1742.0,4.022962112514351,0.025
compare business cashback card,245,21,5.77,7,18.69,4579.05,8488,178248,218.05,38.92685163953222,0.08571428571428572
top business credit card,108,6,6.03,9,28.46,3073.6800000000003,7031,42186,512.2800000000001,13.72491606152885,0.05555555555555555
for ecommerce small business credit card,176,26,9.36,8,10.11,1779.36,8222,213772,68.43692307692308,120.13982555525583,0.14772727272727273
for startups company credit card,456,42,7.3,3,20.8,9484.800000000001,3981,167202,225.82857142857145,17.62841599190283,0.09210526315789473
low fee business financing,15,1,8.44,5,21.22,318.29999999999995,1554,1554,318.29999999999995,4.882186616399624,0.06666666666666667
low fee spend management platform,364,10,7.93,8,48.51,17657.64,5148,51480,1765.764,2.915451895043732,0.027472527472527472
instant approval corporate travel card,293,43,6.51,8,42.4,12423.199999999999,7972,342796,288.9116279069767,27.593212698821564,0.14675767918088736
with airport lounge access business credit card,444,7,7.2,2,7.6,3374.3999999999996,6079,42553,482.0571428571428,12.610538169748697,0.015765765765765764
with cashback startup loan,62,1,6.05,1,17.85,1106.7,5933,5933,1106.7,5.360983102918587,0.016129032258064516
top business financing,125,2,4.2,5,14.3,1787.5,1429,2858,893.75,1.598881118881119,0.016
top startup credit card,498,65,3.57,1,19.35,9636.300000000001,3440,223600,148.25076923076924,23.203926818384648,0.13052208835341367
premium american express business card,309,34,2.58,7,5.59,1727.31,8106,275604,50.80323529411765,159.55676745922852,0.11003236245954692
low fee expense tracking software,74,10,4.19,8,40.19,2974.06,9035,90350,297.406,30.37934675157865,0.13513513513513514
with airport lounge access merchant cash advance,217,4,6.19,6,11.23,2436.9100000000003,9470,37880,609.2275000000001,15.544275332285556,0.018433179723502304
for ecommerce business cashback card,250,26,6.29,3,14.12,3530.0,3846,99996,135.76923076923077,28.327478753541076,0.104
with cashback company credit card,118,9,7.15,10,34.52,4073.3600000000006,9423,84807,452.5955555555556,20.81991279926154,0.07627118644067797
for travel corporate travel card,277,27,8.91,1,33.37,9243.49,2314,62478,342.35148148148147,6.759135348228861,0.09747292418772563
for small business corporate expense card,165,13,6.87,2,42.18,6959.7,4604,59852,535.3615384615384,8.599795968217022,0.07878787878787878
high limit expense tracking software,265,27,2.54,2,11.17,2960.05,4827,130329,109.63148148148149,44.02932382898937,0.1018867924528302
for travel amex corporate card,472,64,1.23,10,14.9,7032.8,7437,475968,109.8875,67.67830735979979,0.13559322033898305
for freelancers amex rewards card,81,7,2.77,2,44.43,3598.83,9929,69503,514.1185714285714,19.31266550517807,0.08641975308641975
apply for cashback business card,461,62,9.17,10,34.98,16125.779999999999,4139,256618,260.0932258064516,15.913524803141307,0.13449023861171366
for freelancers cashback credit card,232,27,6.11,5,8.55,1983.6000000000001,8752,236304,73.46666666666667,119.12885662431941,0.11637931034482758
premium travel rewards card,258,33,8.64,2,9.23,2381.34,3702,122166,72.16181818181819,51.30136813726725,0.12790697674418605
cheap company credit card,119,12,3.11,9,29.0,3451.0,8774,105288,287.5833333333333,30.5094175601275,0.10084033613445378
instant approval startup loan,39,3,7.39,6,38.78,1512.42,7051,21153,504.14000000000004,13.986194311104057,0.07692307692307693
with cashback small business loan,428,8,7.59,7,33.95,14530.6,8649,69192,1816.325,4.76181300152781,0.018691588785046728
for startups business travel credit card,399,50,8.29,3,35.51,14168.49,5601,280050,283.3698,19.76569133337427,0.12531328320802004
compare business credit card,367,16,5.82,10,30.74,11281.58,1805,28880,705.09875,2.5599251168719275,0.043596730245231606
apply for business travel credit card,94,1,8.14,7,44.66,4198.04,2360,2360,4198.04,0.5621671065544873,0.010638297872340425
for employees hotel rewards card,39,3,9.42,4,45.36,1769.04,5291,15873,589.68,8.972663139329805,0.07692307692307693
for small business business cashback card,390,38,9.62,8,32.25,12577.5,6393,242934,330.9868421052632,19.314967203339297,0.09743589743589744
with rewards cash rewards card,345,35,2.13,9,37.91,13078.949999999999,8412,294420,373.6842857142857,22.51098138612045,0.10144927536231885
for employees cashback credit card,328,34,6.62,5,25.81,8465.68,6159,209406,248.99058823529413,24.735874731858516,0.10365853658536585
for employees airline rewards card,273,27,2.02,3,17.12,4673.76,9198,248346,173.10222222222222,53.13623292595255,0.0989010989010989
high limit expense management card,228,28,9.3,6,33.63,7667.64,6579,184212,273.8442857142857,24.02460209399502,0.12280701754385964
for ecommerce spend management platform,137,16,9.6,3,41.68,5710.16,2287,36592,356.885,6.408226739706068,0.11678832116788321
top spend management platform,298,36,5.5,6,16.82,5012.36,6833,245988,139.23222222222222,49.07628342736755,0.12080536912751678
cheap american express travel card,308,22,9.64,7,33.17,10216.36,8494,186868,464.38000000000005,18.291054739652868,0.07142857142857142
best business travel credit card,85,1,7.9,6,33.01,2805.85,8515,8515,2805.85,3.0347310084288184,0.011764705882352941
for freelancers expense management card,308,30,7.26,4,46.35,14275.800000000001,5264,157920,475.86,11.062077081494557,0.09740259740259741
best business travel credit card,54,2,6.23,7,39.17,2115.1800000000003,1448,2896,1057.5900000000001,1.3691506160232225,0.037037037037037035
for startups spend management platform,243,31,4.66,2,41.51,10086.93,2589,80259,325.3848387096774,7.956732127614646,0.12757201646090535
for travel company credit card,253,28,9.67,5,30.69,7764.570000000001,8388,234864,277.30607142857144,30.248165706536227,0.11067193675889328
for employees small business credit card,480,56,2.77,6,37.75,18120.0,3421,191576,323.57142857142856,10.57262693156733,0.11666666666666667
high limit cash rewards card,447,22,8.22,6,16.02,7160.94,9341,205502,325.49727272727273,28.697629082215464,0.049217002237136466
premium employee expense card,247,24,4.31,5,31.08,7676.759999999999,7574,181776,319.86499999999995,23.678739468213156,0.09716599190283401
top employee expense card,496,41,7.78,10,34.8,17260.8,4799,196759,420.9951219512195,11.399181961438636,0.08266129032258064
top hotel rewards card,124,5,2.47,5,42.52,5272.4800000000005,9733,48665,1054.496,9.230001820775042,0.04032258064516129
low fee commercial credit card,380,47,4.36,8,12.46,4734.8,5294,248818,100.7404255319149,52.55089972121314,0.12368421052631579
instant approval corporate credit card,458,39,9.52,5,19.7,9022.6,3690,143910,231.34871794871796,15.949947908585107,0.0851528384279476
for ecommerce commercial credit card,400,14,6.02,6,40.61,16244.0,6445,90230,1160.2857142857142,5.5546663383403105,0.035
low fee small business loan,173,9,5.42,10,24.54,4245.42,6199,55791,471.71333333333337,13.141455969020733,0.05202312138728324
low fee cashback credit card,290,12,7.77,1,26.8,7772.0,3822,45864,647.6666666666666,5.901183736489964,0.041379310344827586
apply for cash rewards card,222,11,4.75,1,32.87,7297.139999999999,1028,11308,663.3763636363636,1.549648218343077,0.04954954954954955
2026 business travel credit card,302,10,5.44,1,37.72,11391.44,1438,14380,1139.144,1.2623513796324257,0.033112582781456956
for small business expense tracking software,130,8,6.05,4,17.97,2336.1,5609,44872,292.0125,19.208081845811396,0.06153846153846154
low fee airline rewards card,405,43,9.91,3,43.88,17771.4,7525,323575,413.28837209302327,18.20762573573269,0.10617283950617284
top american express business card,425,61,8.25,5,21.39,9090.75,1409,85949,149.02868852459017,9.454555454720458,0.14352941176470588
premium business cashback card,442,17,1.36,7,16.74,7399.079999999999,9501,161517,435.23999999999995,21.829335539012963,0.038461538461538464
for small business corporate expense card,431,22,8.05,6,36.48,15722.88,4954,108988,714.6763636363636,6.931808930679367,0.05104408352668213
compare travel rewards card,65,0,5.53,3,21.19,1377.3500000000001,6349,0,1377.3500000000001,0.0,0.0
2026 corporate credit card,89,3,3.08,2,27.79,2473.31,9168,27504,824.4366666666666,11.12032054210754,0.033707865168539325
apply for american express business card,458,31,8.68,2,19.86,9095.88,8598,266538,293.4154838709677,29.303157033733957,0.06768558951965066
2026 american express business card,373,27,3.43,3,43.41,16191.929999999998,4789,129303,599.701111111111,7.985644700786133,0.07238605898123325
with airport lounge access business cashback card,390,18,3.88,10,27.48,10717.2,7737,139266,595.4000000000001,12.994625461874369,0.046153846153846156
instant approval cashback business card,291,9,1.57,3,7.94,2310.54,4969,44721,256.7266666666667,19.355215663870784,0.030927835051546393
2026 amex corporate card,66,5,9.8,3,7.55,498.3,4679,23395,99.66,46.94962873770821,0.07575757575757576
for small business expense tracking software,407,27,8.16,8,21.42,8717.94,4161,112347,322.8866666666667,12.886874651580532,0.06633906633906633
for small business corporate credit card,449,31,2.33,3,23.34,10479.66,3590,111290,338.0535483870968,10.619619338795342,0.06904231625835189
2026 travel rewards card,335,45,5.41,6,6.68,2237.7999999999997,6871,309195,49.72888888888888,138.16918402001969,0.13432835820895522
with rewards small business credit card,306,27,4.03,9,43.36,13268.16,5926,160002,491.41333333333336,12.05909485565444,0.08823529411764706
with rewards hotel rewards card,60,3,1.29,8,27.8,1668.0,3227,9681,556.0,5.803956834532374,0.05
for ecommerce cash rewards card,477,21,9.34,6,29.65,14143.05,6167,129507,673.4785714285714,9.156935738755077,0.0440251572327044
for ecommerce business credit card,460,32,8.55,10,34.33,15791.8,7274,232768,493.49375,14.739801669220736,0.06956521739130435
compare airline rewards card,372,48,9.88,5,14.79,5501.88,4314,207072,114.6225,37.63658967480207,0.12903225806451613
high limit cashback business card,21,3,3.18,5,28.53,599.13,1397,4191,199.71,6.995142957288068,0.14285714285714285
for freelancers startup loan,106,6,7.29,8,15.03,1593.1799999999998,4925,29550,265.53,18.547810040296767,0.05660377358490566
apply for cashback credit card,442,17,2.06,7,23.69,10470.980000000001,2049,34833,615.94,3.3266227229924987,0.038461538461538464
low fee merchant cash advance,118,16,4.88,5,33.21,3918.78,4362,69792,244.92375,17.809624423927854,0.13559322033898305
top business cashback card,266,8,8.62,10,15.61,4152.26,9707,77656,519.0325,18.702104396160163,0.03007518796992481
for freelancers business cashback card,156,8,1.07,6,44.76,6982.5599999999995,1793,14344,872.8199999999999,2.0542609014458884,0.05128205128205128
low fee amex rewards card,203,7,5.33,5,18.22,3698.66,7836,54852,528.38,14.83023581513305,0.034482758620689655
for ecommerce merchant cash advance,451,40,4.91,9,18.67,8420.17,7896,315840,210.50425,37.50993150969636,0.08869179600886919
best amex corporate card,352,23,7.22,6,46.45,16350.400000000001,4417,101591,710.8869565217392,6.2133648106468335,0.06534090909090909
best employee expense card,246,12,3.14,3,22.51,5537.46,8901,106812,461.455,19.288988092013305,0.04878048780487805
compare cashback credit card,81,9,2.56,3,11.14,902.34,4186,37674,100.26,41.75144623977658,0.1111111111111111
